 year , adminClass , economicClass , budgetPhase , sum ,
nom,nom,nom,nom,target,
 2014 , 15 , 6012 , reserved , 1075.26 ,
 2015 , 15 , 6013 , reserved , 0.0 ,
 2013 , 30 , 6012 , approved , 993.08 ,
 2014 , 25 , 6111 , reserved , 0.0 ,
 2015 , 25 , 6112 , reserved , 0.0 ,
 2013 , 70 , 6052 , approved , 16485.27 ,
 2013 , 25 , 6114 , reserved , 0.0 ,
 2013 , 10 , 7135 , executed , 79387.46 ,
 2013 , 10 , 7324 , approved , 0.0 ,
 2014 , 50 , 6461 , executed , 0.0 ,
 2014 , 20 , 6266 , approved , 0.0 ,
 2013 , 25 , 7311 , reserved , 0.0 ,
 2015 , 20 , 7332 , approved , 0.0 ,
 2015 , 25 , 6244 , reserved , 0.0 ,
 2014 , 20 , 7331 , approved , 0.0 ,
 2014 , 70 , 7421 , executed , 0.0 ,
 2014 , 10 , 7321 , approved , 0.0 ,
 2014 , 40 , 6471 , executed , 0.0 ,
 2015 , 10 , 7322 , approved , 0.0 ,
 2013 , 45 , 7424 , reserved , 0.0 ,
 2014 , 25 , 6245 , reserved , 0.0 ,
 2015 , 15 , 6072 , executed , 0.0 ,
 2013 , 30 , 6013 , approved , 0.0 ,
 2014 , 25 , 6112 , reserved , 0.0 ,
 2015 , 25 , 6111 , reserved , 0.0 ,
 2014 , 15 , 6013 , reserved , 0.0 ,
 2015 , 15 , 6012 , reserved , 912.74 ,
 2013 , 10 , 7325 , approved , 0.0 ,
 2013 , 20 , 7335 , approved , 0.0 ,
 2014 , 10 , 7131 , executed , 4827.75 ,
 2013 , 10 , 7134 , executed , 5215.2 ,
 2014 , 35 , 6013 , approved , 0.0 ,
 2014 , 10 , 6255 , approved , 0.0 ,
 2014 , 50 , 6462 , executed , 0.0 ,
 2015 , 10 , 6254 , approved , 0.0 ,
 2015 , 35 , 6012 , approved , 1260.32 ,
 2013 , 25 , 6642 , draft , 0.0 ,
 2015 , 50 , 6463 , executed , 0.0 ,
 2015 , 20 , 7333 , approved , 0.0 ,
 2015 , 25 , 6243 , reserved , 0.0 ,
 2014 , 25 , 6641 , draft , 0.0 ,
 2014 , 25 , 6242 , reserved , 0.0 ,
 2014 , 50 , 6162 , approved , 0.0 ,
 2014 , 70 , 7422 , executed , 0.0 ,
 2015 , 70 , 7423 , executed , 0.0 ,
 2014 , 70 , 7122 , approved , 0.0 ,
 2015 , 70 , 7121 , approved , 0.0 ,
 2014 , 20 , 7334 , approved , 0.0 ,
 2015 , 10 , 7132 , executed , 0.0 ,
 2013 , 70 , 6054 , approved , 0.0 ,
 2014 , 00 , 6133 , reserved , 0.0 ,
 2015 , 00 , 6134 , reserved , 0.0 ,
 2014 , 40 , 7424 , reserved , 0.0 ,
 2015 , 40 , 7425 , reserved , 0.0 ,
 2014 , 35 , 6279 , approved , 37999.99 ,
 2013 , 45 , 6471 , executed , 0.0 ,
 2013 , 10 , 7133 , executed , 0.0 ,
 2015 , 10 , 7131 , executed , 0.0 ,
 2013 , 10 , 7326 , approved , 0.0 ,
 2013 , 20 , 7336 , approved , 0.0 ,
 2014 , 10 , 6254 , approved , 0.0 ,
 2014 , 35 , 6012 , approved , 1433.68 ,
 2015 , 50 , 6462 , executed , 0.0 ,
 2015 , 10 , 6255 , approved , 0.0 ,
 2015 , 35 , 6013 , approved , 0.0 ,
 2013 , 25 , 6643 , draft , 0.0 ,
 2014 , 50 , 6463 , executed , 0.0 ,
 2014 , 20 , 7333 , approved , 0.0 ,
 2014 , 25 , 6243 , reserved , 0.0 ,
 2013 , 70 , 6484 , executed , 0.0 ,
 2015 , 25 , 6641 , draft , 0.0 ,
 2015 , 25 , 6242 , reserved , 0.0 ,
 2014 , 70 , 7423 , executed , 0.0 ,
 2015 , 70 , 7422 , executed , 0.0 ,
 2015 , 50 , 6162 , approved , 0.0 ,
 2014 , 10 , 7132 , executed , 44670.0 ,
 2015 , 20 , 7334 , approved , 0.0 ,
 2014 , 70 , 7121 , approved , 0.0 ,
 2015 , 70 , 7122 , approved , 0.0 ,
 2013 , 70 , 6055 , approved , 0.0 ,
 2014 , 00 , 6134 , reserved , 0.0 ,
 2015 , 00 , 6133 , reserved , 0.0 ,
 2014 , 40 , 7425 , reserved , 0.0 ,
 2015 , 40 , 7424 , reserved , 0.0 ,
 2013 , 25 , 6115 , reserved , 0.0 ,
 2015 , 35 , 6279 , approved , 0.0 ,
 2014 , 20 , 6321 , executed , 0.0 ,
 2014 , 15 , 6141 , reserved , 430.5 ,
 2014 , 20 , 6263 , approved , 10663.48 ,
 2013 , 30 , 6141 , approved , 0.0 ,
 2014 , 35 , 6011 , approved , 148712.31 ,
 2014 , 40 , 6474 , executed , 0.0 ,
 2014 , 45 , 6021 , approved , 0.0 ,
 2014 , 10 , 6253 , approved , 4674.12 ,
 2015 , 10 , 6252 , approved , 0.0 ,
 2015 , 20 , 6322 , executed , 0.0 ,
 2013 , 70 , 6483 , executed , 0.0 ,
 2014 , 00 , 6713 , draft , 0.0 ,
 2013 , 40 , 6211 , executed , 0.0 ,
 2013 , 30 , 6274 , approved , 0.0 ,
 2014 , 30 , 6273 , approved , 0.0 ,
 2015 , 15 , 6142 , reserved , 5500.0 ,
 2015 , 30 , 6272 , approved , 0.0 ,
 2015 , 20 , 6262 , approved , 0.0 ,
 2015 , 00 , 6712 , draft , 0.0 ,
 2013 , 15 , 6273 , reserved , 0.0 ,
 2014 , 15 , 6274 , reserved , 0.0 ,
 2015 , 25 , 6241 , reserved , 0.0 ,
 2015 , 15 , 6275 , reserved , 0.0 ,
 2015 , 10 , 6718 , draft , 0.0 ,
 2013 , 45 , 6473 , executed , 0.0 ,
 2013 , 40 , 6022 , approved , 0.0 ,
 2015 , 45 , 7411 , executed , 0.0 ,
 2014 , 00 , 6131 , reserved , 0.0 ,
 2015 , 00 , 6132 , reserved , 0.0 ,
 2014 , 45 , 6212 , executed , 0.0 ,
 2015 , 45 , 6213 , executed , 0.0 ,
 2014 , 35 , 6277 , approved , 113354.79 ,
 2015 , 35 , 6276 , approved , 0.0 ,
 2015 , 10 , 6681 , revised , 0.0 ,
 2015 , 20 , 6321 , executed , 0.0 ,
 2013 , 00 , 6711 , draft , 0.0 ,
 2013 , 20 , 6261 , approved , 0.0 ,
 2015 , 20 , 6263 , approved , 0.0 ,
 2015 , 15 , 6141 , reserved , 1845.0 ,
 2013 , 70 , 6482 , executed , 0.0 ,
 2014 , 20 , 6322 , executed , 944.0 ,
 2014 , 10 , 6252 , approved , 0.0 ,
 2015 , 45 , 6021 , approved , 0.0 ,
 2015 , 35 , 6011 , approved , 113972.84 ,
 2015 , 10 , 6253 , approved , 0.0 ,
 2015 , 40 , 6474 , executed , 0.0 ,
 2015 , 00 , 6713 , draft , 0.0 ,
 2013 , 15 , 6272 , reserved , 0.0 ,
 2013 , 30 , 6142 , approved , 0.0 ,
 2014 , 25 , 6241 , reserved , 0.0 ,
 2014 , 15 , 6275 , reserved , 0.0 ,
 2015 , 15 , 6274 , reserved , 0.0 ,
 2013 , 30 , 6275 , approved , 0.0 ,
 2014 , 30 , 6272 , approved , 0.0 ,
 2014 , 00 , 6712 , draft , 0.0 ,
 2014 , 20 , 6262 , approved , 0.0 ,
 2014 , 15 , 6142 , reserved , 2610.06 ,
 2015 , 30 , 6273 , approved , 0.0 ,
 2014 , 10 , 6718 , draft , 0.0 ,
 2013 , 45 , 6472 , executed , 0.0 ,
 2013 , 10 , 6682 , revised , 0.0 ,
 2013 , 70 , 6691 , draft , 0.0 ,
 2014 , 45 , 7411 , executed , 0.0 ,
 2013 , 00 , 6434 , revised , 1000.0 ,
 2014 , 00 , 6132 , reserved , 0.0 ,
 2015 , 00 , 6131 , reserved , 0.0 ,
 2013 , 35 , 6271 , approved , 0.0 ,
 2014 , 35 , 6276 , approved , 0.0 ,
 2015 , 35 , 6277 , approved , 101957.69 ,
 2014 , 45 , 6213 , executed , 0.0 ,
 2015 , 45 , 6212 , executed , 0.0 ,
 2014 , 10 , 6681 , revised , 0.0 ,
 2013 , 40 , 7411 , executed , 0.0 ,
 2014 , 40 , 6472 , executed , 0.0 ,
 2014 , 15 , 7341 , reserved , 0.0 ,
 2015 , 40 , 6473 , executed , 0.0 ,
 2015 , 20 , 6264 , approved , 0.0 ,
 2013 , 70 , 6481 , executed , 0.0 ,
 2014 , 20 , 6265 , approved , 0.0 ,
 2015 , 45 , 6022 , approved , 0.0 ,
 2013 , 30 , 6276 , approved , 0.0 ,
 2014 , 30 , 6271 , approved , 0.0 ,
 2014 , 10 , 6251 , approved , 0.0 ,
 2015 , 00 , 6714 , draft , 0.0 ,
 2013 , 15 , 6271 , reserved , 0.0 ,
 2014 , 15 , 6276 , reserved , 0.0 ,
 2015 , 15 , 6277 , reserved , 0.0 ,
 2013 , 15 , 6423 , revised , 0.0 ,
 2014 , 00 , 6715 , draft , 1710000.0 ,
 2013 , 40 , 6213 , executed , 0.0 ,
 2015 , 15 , 6011 , reserved , 149728.41 ,
 2013 , 00 , 6433 , revised , 3000.0 ,
 2013 , 70 , 7413 , reserved , 0.0 ,
 2015 , 35 , 6141 , approved , 0.0 ,
 2014 , 25 , 7521 , executed , 0.0 ,
 2014 , 35 , 6142 , approved , 0.0 ,
 2013 , 35 , 6272 , approved , 0.0 ,
 2014 , 35 , 6275 , approved , 0.0 ,
 2014 , 25 , 6323 , executed , 0.0 ,
 2015 , 35 , 6274 , approved , 0.0 ,
 2013 , 70 , 6692 , draft , 0.0 ,
 2015 , 45 , 6211 , executed , 0.0 ,
 2013 , 90 , 9111 , revised , 549280.4 ,
 2014 , 40 , 6473 , executed , 0.0 ,
 2014 , 20 , 6264 , approved , 0.0 ,
 2015 , 40 , 6472 , executed , 0.0 ,
 2015 , 15 , 7341 , reserved , 0.0 ,
 2014 , 45 , 6022 , approved , 0.0 ,
 2015 , 20 , 6265 , approved , 0.0 ,
 2014 , 15 , 6277 , reserved , 0.0 ,
 2015 , 15 , 6276 , reserved , 0.0 ,
 2013 , 30 , 6277 , approved , 0.0 ,
 2013 , 15 , 6422 , revised , 500.0 ,
 2014 , 00 , 6714 , draft , 0.0 ,
 2015 , 30 , 6271 , approved , 0.0 ,
 2015 , 10 , 6251 , approved , 0.0 ,
 2013 , 40 , 6212 , executed , 0.0 ,
 2015 , 00 , 6715 , draft , 1200000.0 ,
 2013 , 40 , 6021 , approved , 25232.93 ,
 2013 , 45 , 6474 , executed , 0.0 ,
 2013 , 00 , 6432 , revised , 0.0 ,
 2013 , 30 , 6011 , approved , 830150.83 ,
 2013 , 70 , 7412 , reserved , 0.0 ,
 2014 , 15 , 6011 , reserved , 149714.33 ,
 2015 , 25 , 7521 , executed , 0.0 ,
 2014 , 35 , 6141 , approved , 0.0 ,
 2013 , 35 , 6273 , approved , 0.0 ,
 2014 , 35 , 6274 , approved , 0.0 ,
 2015 , 35 , 6275 , approved , 0.0 ,
 2015 , 25 , 6323 , executed , 0.0 ,
 2015 , 35 , 6142 , approved , 0.0 ,
 2013 , 70 , 6693 , draft , 0.0 ,
 2014 , 45 , 6211 , executed , 0.0 ,
 2014 , 40 , 6212 , executed , 0.0 ,
 2015 , 40 , 6213 , executed , 0.0 ,
 2015 , 15 , 6423 , revised , 0.0 ,
 2013 , 00 , 6714 , draft , 0.0 ,
 2014 , 30 , 6277 , approved , 0.0 ,
 2014 , 15 , 6422 , revised , 500.0 ,
 2015 , 30 , 6276 , approved , 0.0 ,
 2013 , 15 , 6277 , reserved , 0.0 ,
 2015 , 15 , 6271 , reserved , 0.0 ,
 2013 , 45 , 6022 , approved , 0.0 ,
 2015 , 70 , 6481 , executed , 0.0 ,
 2013 , 20 , 6264 , approved , 500.0 ,
 2013 , 40 , 6473 , executed , 0.0 ,
 2015 , 30 , 7341 , approved , 428928.09 ,
 2015 , 40 , 7411 , executed , 0.0 ,
 2013 , 45 , 6211 , executed , 0.0 ,
 2015 , 90 , 9111 , revised , 522976.68 ,
 2014 , 70 , 6693 , draft , 0.0 ,
 2015 , 70 , 6692 , draft , 0.0 ,
 2013 , 35 , 6274 , approved , 0.0 ,
 2014 , 35 , 6273 , approved , 0.0 ,
 2015 , 35 , 6272 , approved , 0.0 ,
 2013 , 35 , 6141 , approved , 0.0 ,
 2015 , 70 , 7413 , reserved , 8610.0 ,
 2013 , 15 , 6011 , reserved , 108000.0 ,
 2014 , 70 , 7412 , reserved , 0.0 ,
 2014 , 00 , 6432 , revised , 0.0 ,
 2014 , 30 , 6011 , approved , 825222.83 ,
 2015 , 00 , 6433 , revised , 5000.0 ,
 2014 , 45 , 6474 , executed , 0.0 ,
 2014 , 40 , 6021 , approved , 16997.07 ,
 2014 , 40 , 6213 , executed , 0.0 ,
 2015 , 40 , 6212 , executed , 0.0 ,
 2013 , 00 , 6715 , draft , 2476122.46 ,
 2014 , 15 , 6423 , revised , 0.0 ,
 2013 , 15 , 6276 , reserved , 0.0 ,
 2014 , 15 , 6271 , reserved , 0.0 ,
 2013 , 10 , 6251 , approved , 0.0 ,
 2013 , 30 , 6271 , approved , 0.0 ,
 2014 , 30 , 6276 , approved , 0.0 ,
 2015 , 30 , 6277 , approved , 0.0 ,
 2015 , 15 , 6422 , revised , 500.0 ,
 2013 , 20 , 6265 , approved , 2493.45 ,
 2014 , 70 , 6481 , executed , 0.0 ,
 2014 , 30 , 7341 , approved , 2499681.38 ,
 2013 , 40 , 6472 , executed , 0.0 ,
 2014 , 40 , 7411 , executed , 0.0 ,
 2014 , 90 , 9111 , revised , 422821.18 ,
 2014 , 70 , 6692 , draft , 0.0 ,
 2015 , 70 , 6693 , draft , 0.0 ,
 2013 , 35 , 6275 , approved , 0.0 ,
 2013 , 25 , 6323 , executed , 0.0 ,
 2014 , 35 , 6272 , approved , 0.0 ,
 2015 , 35 , 6273 , approved , 0.0 ,
 2013 , 35 , 6142 , approved , 0.0 ,
 2013 , 25 , 7521 , executed , 0.0 ,
 2014 , 70 , 7413 , reserved , 0.0 ,
 2014 , 00 , 6433 , revised , 0.0 ,
 2015 , 00 , 6432 , revised , 0.0 ,
 2015 , 30 , 6011 , approved , 678380.53 ,
 2015 , 70 , 7412 , reserved , 0.0 ,
 2015 , 45 , 6474 , executed , 0.0 ,
 2015 , 40 , 6021 , approved , 2328.56 ,
 2013 , 10 , 6718 , draft , 0.0 ,
 2013 , 30 , 6272 , approved , 0.0 ,
 2013 , 20 , 6262 , approved , 0.0 ,
 2013 , 00 , 6712 , draft , 0.0 ,
 2013 , 15 , 6142 , reserved , 0.0 ,
 2014 , 30 , 6275 , approved , 0.0 ,
 2015 , 30 , 6274 , approved , 0.0 ,
 2013 , 15 , 6275 , reserved , 0.0 ,
 2013 , 25 , 6241 , reserved , 0.0 ,
 2014 , 30 , 6142 , approved , 0.0 ,
 2014 , 15 , 6272 , reserved , 0.0 ,
 2015 , 15 , 6273 , reserved , 0.0 ,
 2015 , 70 , 6483 , executed , 0.0 ,
 2015 , 40 , 6211 , executed , 0.0 ,
 2013 , 20 , 6322 , executed , 2658.28 ,
 2013 , 10 , 6252 , approved , 0.0 ,
 2014 , 70 , 6482 , executed , 0.0 ,
 2014 , 20 , 6261 , approved , 0.0 ,
 2014 , 00 , 6711 , draft , 0.0 ,
 2015 , 30 , 6141 , approved , 0.0 ,
 2013 , 10 , 6681 , revised , 0.0 ,
 2013 , 45 , 6213 , executed , 0.0 ,
 2013 , 35 , 6276 , approved , 0.0 ,
 2014 , 35 , 6271 , approved , 0.0 ,
 2013 , 00 , 6132 , reserved , 0.0 ,
 2014 , 00 , 6434 , revised , 4000.0 ,
 2013 , 45 , 7411 , executed , 0.0 ,
 2014 , 70 , 6691 , draft , 0.0 ,
 2014 , 10 , 6682 , revised , 0.0 ,
 2015 , 40 , 6022 , approved , 347.58 ,
 2014 , 45 , 6472 , executed , 0.0 ,
 2015 , 45 , 6473 , executed , 0.0 ,
 2013 , 15 , 6274 , reserved , 0.0 ,
 2014 , 15 , 6273 , reserved , 0.0 ,
 2015 , 15 , 6272 , reserved , 0.0 ,
 2015 , 30 , 6142 , approved , 0.0 ,
 2013 , 30 , 6273 , approved , 0.0 ,
 2014 , 30 , 6274 , approved , 0.0 ,
 2015 , 30 , 6275 , approved , 0.0 ,
 2014 , 40 , 6211 , executed , 0.0 ,
 2013 , 00 , 6713 , draft , 0.0 ,
 2014 , 70 , 6483 , executed , 0.0 ,
 2013 , 10 , 6253 , approved , 3241.0 ,
 2013 , 35 , 6011 , approved , 159235.62 ,
 2013 , 45 , 6021 , approved , 0.0 ,
 2013 , 40 , 6474 , executed , 0.0 ,
 2015 , 70 , 6482 , executed , 0.0 ,
 2014 , 30 , 6141 , approved , 0.0 ,
 2013 , 20 , 6263 , approved , 22039.14 ,
 2013 , 15 , 6141 , reserved , 0.0 ,
 2015 , 00 , 6711 , draft , 604230.74 ,
 2015 , 20 , 6261 , approved , 0.0 ,
 2013 , 20 , 6321 , executed , 0.0 ,
 2013 , 35 , 6277 , approved , 6297.6 ,
 2015 , 35 , 6271 , approved , 0.0 ,
 2013 , 45 , 6212 , executed , 0.0 ,
 2013 , 00 , 6131 , reserved , 12000.0 ,
 2015 , 00 , 6434 , revised , 4000.0 ,
 2015 , 70 , 6691 , draft , 0.0 ,
 2014 , 40 , 6022 , approved , 358.42 ,
 2015 , 10 , 6682 , revised , 0.0 ,
 2014 , 45 , 6473 , executed , 0.0 ,
 2015 , 45 , 6472 , executed , 0.0 ,
 2015 , 30 , 6312 , executed , 0.0 ,
 2013 , 10 , 6011 , reserved , 1102932.64 ,
 2013 , 35 , 6253 , reserved , 0.0 ,
 2013 , 45 , 6481 , reserved , 0.0 ,
 2015 , 45 , 6622 , draft , 0.0 ,
 2015 , 50 , 6231 , reserved , 0.0 ,
 2015 , 70 , 6211 , reserved , 0.0 ,
 2015 , 40 , 6483 , reserved , 0.0 ,
 2013 , 25 , 6264 , approved , 0.0 ,
 2014 , 35 , 7513 , executed , 0.0 ,
 2013 , 45 , 7413 , executed , 0.0 ,
 2013 , 35 , 7512 , executed , 0.0 ,
 2015 , 10 , 6423 , revised , 0.0 ,
 2013 , 10 , 6277 , reserved , 0.0 ,
 2015 , 30 , 6251 , reserved , 0.0 ,
 2015 , 10 , 6271 , reserved , 0.0 ,
 2014 , 10 , 6422 , revised , 3000.0 ,
 2014 , 40 , 6482 , reserved , 0.0 ,
 2013 , 35 , 6252 , reserved , 0.0 ,
 2013 , 20 , 7521 , executed , 0.0 ,
 2014 , 30 , 6312 , executed , 0.0 ,
 2013 , 20 , 6323 , executed , 0.0 ,
 2014 , 45 , 6622 , draft , 0.0 ,
 2014 , 40 , 6483 , reserved , 0.0 ,
 2014 , 50 , 6231 , reserved , 0.0 ,
 2014 , 70 , 6211 , reserved , 0.0 ,
 2013 , 25 , 6265 , approved , 0.0 ,
 2015 , 35 , 7513 , executed , 0.0 ,
 2014 , 10 , 6423 , revised , 0.0 ,
 2013 , 35 , 7511 , executed , 0.0 ,
 2013 , 15 , 6251 , approved , 0.0 ,
 2015 , 10 , 6422 , revised , 7500.0 ,
 2013 , 45 , 7412 , executed , 0.0 ,
 2013 , 10 , 6276 , reserved , 184.5 ,
 2013 , 50 , 6236 , reserved , 0.0 ,
 2014 , 10 , 6271 , reserved , 0.0 ,
 2014 , 30 , 6251 , reserved , 0.0 ,
 2013 , 70 , 6474 , reserved , 0.0 ,
 2015 , 40 , 6482 , reserved , 0.0 ,
 2013 , 50 , 6631 , draft , 0.0 ,
 2013 , 70 , 6699 , draft , 0.0 ,
 2014 , 15 , 6682 , revised , 860.0 ,
 2013 , 45 , 6483 , reserved , 0.0 ,
 2014 , 30 , 7511 , executed , 0.0 ,
 2013 , 35 , 6251 , reserved , 0.0 ,
 2015 , 30 , 7512 , executed , 0.0 ,
 2015 , 40 , 7413 , executed , 0.0 ,
 2013 , 15 , 6681 , revised , 0.0 ,
 2014 , 40 , 7412 , executed , 0.0 ,
 2014 , 50 , 6232 , reserved , 0.0 ,
 2015 , 50 , 6233 , reserved , 0.0 ,
 2014 , 70 , 6212 , reserved , 0.0 ,
 2014 , 30 , 6252 , reserved , 0.0 ,
 2015 , 70 , 6213 , reserved , 0.0 ,
 2015 , 30 , 6253 , reserved , 580.0 ,
 2013 , 15 , 6252 , approved , 0.0 ,
 2013 , 35 , 6312 , executed , 0.0 ,
 2014 , 25 , 6261 , approved , 0.0 ,
 2013 , 25 , 6322 , executed , 0.0 ,
 2013 , 10 , 6275 , reserved , 0.0 ,
 2013 , 50 , 6235 , reserved , 0.0 ,
 2014 , 10 , 6272 , reserved , 0.0 ,
 2015 , 10 , 6273 , reserved , 0.0 ,
 2013 , 10 , 6142 , reserved , 23985.0 ,
 2013 , 20 , 6241 , reserved , 0.0 ,
 2015 , 70 , 7411 , reserved , 0.0 ,
 2013 , 25 , 6262 , approved , 0.0 ,
 2015 , 00 , 6431 , revised , 0.0 ,
 2015 , 40 , 6481 , reserved , 0.0 ,
 2013 , 40 , 6622 , draft , 0.0 ,
 2013 , 50 , 6632 , draft , 0.0 ,
 2013 , 70 , 6473 , reserved , 0.0 ,
 2013 , 50 , 6634 , draft , 0.0 ,
 2015 , 15 , 6682 , revised , 2000.0 ,
 2013 , 30 , 7513 , executed , 0.0 ,
 2013 , 45 , 6482 , reserved , 0.0 ,
 2015 , 30 , 7511 , executed , 0.0 ,
 2014 , 30 , 7512 , executed , 0.0 ,
 2014 , 40 , 7413 , executed , 0.0 ,
 2015 , 40 , 7412 , executed , 0.0 ,
 2013 , 25 , 6321 , executed , 0.0 ,
 2014 , 50 , 6233 , reserved , 0.0 ,
 2015 , 50 , 6232 , reserved , 0.0 ,
 2013 , 15 , 6253 , approved , 0.0 ,
 2013 , 25 , 6263 , approved , 0.0 ,
 2015 , 25 , 6261 , approved , 0.0 ,
 2014 , 30 , 6253 , reserved , 15407.22 ,
 2014 , 70 , 6213 , reserved , 0.0 ,
 2015 , 30 , 6252 , reserved , 0.0 ,
 2015 , 70 , 6212 , reserved , 0.0 ,
 2013 , 10 , 6141 , reserved , 0.0 ,
 2013 , 10 , 6274 , reserved , 10573.75 ,
 2013 , 50 , 6234 , reserved , 0.0 ,
 2014 , 10 , 6273 , reserved , 0.0 ,
 2015 , 10 , 6272 , reserved , 0.0 ,
 2014 , 70 , 7411 , reserved , 0.0 ,
 2014 , 00 , 6431 , revised , 1300.0 ,
 2014 , 40 , 6481 , reserved , 0.0 ,
 2013 , 70 , 6472 , reserved , 0.0 ,
 2013 , 50 , 6633 , draft , 0.0 ,
 2015 , 15 , 6681 , revised , 0.0 ,
 2013 , 40 , 7413 , executed , 0.0 ,
 2013 , 30 , 7512 , executed , 0.0 ,
 2014 , 45 , 6482 , reserved , 0.0 ,
 2015 , 35 , 6251 , reserved , 0.0 ,
 2015 , 45 , 6483 , reserved , 0.0 ,
 2014 , 30 , 7513 , executed , 0.0 ,
 2014 , 50 , 6634 , draft , 0.0 ,
 2014 , 50 , 6633 , draft , 0.0 ,
 2015 , 40 , 6622 , draft , 0.0 ,
 2015 , 50 , 6632 , draft , 0.0 ,
 2014 , 70 , 6472 , reserved , 0.0 ,
 2015 , 70 , 6473 , reserved , 0.0 ,
 2013 , 40 , 6481 , reserved , 0.0 ,
 2013 , 00 , 6431 , revised , 5000.0 ,
 2013 , 70 , 7411 , reserved , 0.0 ,
 2015 , 20 , 6241 , reserved , 0.0 ,
 2015 , 25 , 6262 , approved , 0.0 ,
 2013 , 10 , 6273 , reserved , 0.0 ,
 2014 , 10 , 6274 , reserved , 0.0 ,
 2014 , 50 , 6234 , reserved , 0.0 ,
 2015 , 50 , 6235 , reserved , 0.0 ,
 2015 , 10 , 6275 , reserved , 0.0 ,
 2015 , 10 , 6142 , reserved , 7800.0 ,
 2014 , 10 , 6141 , reserved , 0.0 ,
 2015 , 25 , 6322 , executed , 0.0 ,
 2013 , 70 , 6213 , reserved , 0.0 ,
 2013 , 30 , 6253 , reserved , 19702.37 ,
 2014 , 15 , 6253 , approved , 0.0 ,
 2014 , 25 , 6263 , approved , 0.0 ,
 2015 , 35 , 6312 , executed , 0.0 ,
 2015 , 15 , 6252 , approved , 0.0 ,
 2013 , 50 , 6233 , reserved , 0.0 ,
 2014 , 25 , 6321 , executed , 0.0 ,
 2013 , 40 , 7412 , executed , 0.0 ,
 2014 , 15 , 6681 , revised , 0.0 ,
 2014 , 35 , 6251 , reserved , 0.0 ,
 2013 , 30 , 7511 , executed , 0.0 ,
 2015 , 45 , 6482 , reserved , 0.0 ,
 2014 , 45 , 6483 , reserved , 0.0 ,
 2015 , 30 , 7513 , executed , 0.0 ,
 2013 , 15 , 6682 , revised , 1500.0 ,
 2015 , 50 , 6634 , draft , 0.0 ,
 2014 , 70 , 6473 , reserved , 0.0 ,
 2015 , 70 , 6472 , reserved , 0.0 ,
 2014 , 50 , 6632 , draft , 0.0 ,
 2014 , 40 , 6622 , draft , 0.0 ,
 2015 , 50 , 6633 , draft , 0.0 ,
 2014 , 25 , 6262 , approved , 0.0 ,
 2014 , 20 , 6241 , reserved , 0.0 ,
 2014 , 10 , 6142 , reserved , 10796.46 ,
 2013 , 10 , 6272 , reserved , 0.0 ,
 2014 , 50 , 6235 , reserved , 0.0 ,
 2014 , 10 , 6275 , reserved , 0.0 ,
 2015 , 50 , 6234 , reserved , 0.0 ,
 2015 , 10 , 6274 , reserved , 0.0 ,
 2014 , 25 , 6322 , executed , 0.0 ,
 2015 , 10 , 6141 , reserved , 0.0 ,
 2013 , 25 , 6261 , approved , 0.0 ,
 2014 , 15 , 6252 , approved , 0.0 ,
 2014 , 35 , 6312 , executed , 0.0 ,
 2015 , 25 , 6263 , approved , 0.0 ,
 2015 , 15 , 6253 , approved , 0.0 ,
 2013 , 70 , 6212 , reserved , 0.0 ,
 2013 , 30 , 6252 , reserved , 0.0 ,
 2015 , 25 , 6321 , executed , 0.0 ,
 2013 , 50 , 6232 , reserved , 0.0 ,
 2013 , 45 , 6622 , draft , 0.0 ,
 2014 , 20 , 6323 , executed , 0.0 ,
 2015 , 45 , 6481 , reserved , 0.0 ,
 2013 , 30 , 6312 , executed , 0.0 ,
 2014 , 20 , 7521 , executed , 0.0 ,
 2014 , 35 , 6252 , reserved , 0.0 ,
 2015 , 35 , 6253 , reserved , 0.0 ,
 2015 , 10 , 6011 , reserved , 918786.75 ,
 2014 , 70 , 6699 , draft , 0.0 ,
 2014 , 50 , 6631 , draft , 0.0 ,
 2014 , 70 , 6474 , reserved , 0.0 ,
 2013 , 30 , 6251 , reserved , 0.0 ,
 2013 , 10 , 6271 , reserved , 0.0 ,
 2014 , 10 , 6276 , reserved , 0.0 ,
 2014 , 45 , 7412 , executed , 0.0 ,
 2014 , 50 , 6236 , reserved , 0.0 ,
 2015 , 10 , 6277 , reserved , 0.0 ,
 2014 , 35 , 7511 , executed , 0.0 ,
 2014 , 15 , 6251 , approved , 0.0 ,
 2015 , 45 , 7413 , executed , 0.0 ,
 2013 , 10 , 6423 , revised , 0.0 ,
 2015 , 35 , 7512 , executed , 0.0 ,
 2014 , 25 , 6265 , approved , 0.0 ,
 2015 , 25 , 6264 , approved , 0.0 ,
 2013 , 70 , 6211 , reserved , 1102.8 ,
 2013 , 50 , 6231 , reserved , 0.0 ,
 2013 , 40 , 6483 , reserved , 0.0 ,
 2014 , 45 , 6481 , reserved , 0.0 ,
 2015 , 20 , 6323 , executed , 0.0 ,
 2014 , 10 , 6011 , reserved , 1038633.73 ,
 2014 , 35 , 6253 , reserved , 1928.0 ,
 2015 , 35 , 6252 , reserved , 0.0 ,
 2015 , 20 , 7521 , executed , 0.0 ,
 2013 , 40 , 6482 , reserved , 0.0 ,
 2015 , 70 , 6474 , reserved , 0.0 ,
 2015 , 50 , 6631 , draft , 0.0 ,
